,repo,week,commits,total commits
1257,ipyleaflet,10,0.0,240.0
1258,ipyleaflet,11,7.0,240.0
1259,ipyleaflet,12,6.0,240.0
1260,ipyleaflet,13,3.0,240.0
1261,ipyleaflet,14,0.0,240.0
1262,ipyleaflet,15,0.0,240.0
1263,ipyleaflet,16,4.0,240.0
1264,ipyleaflet,17,1.0,240.0
1265,ipyleaflet,18,6.0,240.0
1266,ipyleaflet,19,0.0,240.0
1267,ipyleaflet,20,0.0,240.0
1268,ipyleaflet,21,3.0,240.0
1269,ipyleaflet,22,0.0,240.0
1270,ipyleaflet,23,4.0,240.0
1271,ipyleaflet,24,0.0,240.0
1272,ipyleaflet,25,23.0,240.0
1273,ipyleaflet,26,22.0,240.0
1274,ipyleaflet,27,11.0,240.0
1275,ipyleaflet,28,13.0,240.0
1276,ipyleaflet,29,0.0,240.0
1277,ipyleaflet,30,0.0,240.0
1278,ipyleaflet,31,7.0,240.0
1279,ipyleaflet,32,9.0,240.0
1280,ipyleaflet,33,0.0,240.0
1281,ipyleaflet,34,21.0,240.0
1282,ipyleaflet,35,13.0,240.0
1283,ipyleaflet,36,11.0,240.0
1284,ipyleaflet,37,2.0,240.0
1285,ipyleaflet,38,0.0,240.0
1286,ipyleaflet,39,0.0,240.0
1287,ipyleaflet,40,3.0,240.0
1288,ipyleaflet,41,1.0,240.0
1289,ipyleaflet,42,0.0,240.0
1290,ipyleaflet,43,14.0,240.0
1291,ipyleaflet,44,11.0,240.0
1292,ipyleaflet,45,13.0,240.0
1293,ipyleaflet,46,19.0,240.0
1294,ipyleaflet,47,3.0,240.0
1295,ipyleaflet,48,0.0,240.0
1296,ipyleaflet,49,0.0,240.0
1297,ipyleaflet,50,1.0,240.0
1298,ipyleaflet,51,4.0,240.0
1299,ipyleaflet,52,0.0,240.0
1300,bqplot,1,7.0,259.0
1301,bqplot,2,6.0,259.0
1302,bqplot,3,5.0,259.0
1303,bqplot,4,4.0,259.0
1304,bqplot,5,6.0,259.0
1305,bqplot,6,3.0,259.0
1306,bqplot,7,5.0,259.0
1307,bqplot,8,0.0,259.0
1308,bqplot,9,1.0,259.0
1309,bqplot,10,5.0,259.0
1310,bqplot,11,0.0,259.0
1311,bqplot,12,6.0,259.0
1312,bqplot,13,1.0,259.0
1313,bqplot,14,20.0,259.0
1314,bqplot,15,4.0,259.0
1315,bqplot,16,0.0,259.0
1316,bqplot,17,6.0,259.0
1317,bqplot,18,8.0,259.0
1318,bqplot,19,10.0,259.0
1319,bqplot,20,0.0,259.0
1320,bqplot,21,0.0,259.0
1321,bqplot,22,3.0,259.0
1322,bqplot,23,3.0,259.0
1323,bqplot,24,4.0,259.0
1324,bqplot,25,7.0,259.0
1325,bqplot,26,2.0,259.0
1326,bqplot,27,9.0,259.0
1327,bqplot,28,0.0,259.0
1328,bqplot,29,9.0,259.0
1329,bqplot,30,2.0,259.0
1330,bqplot,31,3.0,259.0
1331,bqplot,32,1.0,259.0
1332,bqplot,33,3.0,259.0
1333,bqplot,34,7.0,259.0
1334,bqplot,35,3.0,259.0
1335,bqplot,36,3.0,259.0
1336,bqplot,37,7.0,259.0
1337,bqplot,38,3.0,259.0
1338,bqplot,39,11.0,259.0
1339,bqplot,40,18.0,259.0
1340,bqplot,41,2.0,259.0
1341,bqplot,42,1.0,259.0
1342,bqplot,43,4.0,259.0
1343,bqplot,44,6.0,259.0
1344,bqplot,45,2.0,259.0
1345,bqplot,46,4.0,259.0
1346,bqplot,47,1.0,259.0
1347,bqplot,48,6.0,259.0
1348,bqplot,49,15.0,259.0
1349,bqplot,50,13.0,259.0
1350,bqplot,51,5.0,259.0
1351,bqplot,52,5.0,259.0
1352,cartopy,1,2.0,175.0
1353,cartopy,2,0.0,175.0
1354,cartopy,3,1.0,175.0
1355,cartopy,4,2.0,175.0
1356,cartopy,5,0.0,175.0
1357,cartopy,6,0.0,175.0
1358,cartopy,7,1.0,175.0
1359,cartopy,8,0.0,175.0
1360,cartopy,9,0.0,175.0
1361,cartopy,10,9.0,175.0
1362,cartopy,11,0.0,175.0
1363,cartopy,12,0.0,175.0
1364,cartopy,13,0.0,175.0
1365,cartopy,14,7.0,175.0
1366,cartopy,15,10.0,175.0
1367,cartopy,16,19.0,175.0
1368,cartopy,17,6.0,175.0
1369,cartopy,18,9.0,175.0
1370,cartopy,19,0.0,175.0
1371,cartopy,20,2.0,175.0
1372,cartopy,21,12.0,175.0
1373,cartopy,22,3.0,175.0
1374,cartopy,23,2.0,175.0
1375,cartopy,24,0.0,175.0
1376,cartopy,25,1.0,175.0
1377,cartopy,26,9.0,175.0
1378,cartopy,27,10.0,175.0
1379,cartopy,28,23.0,175.0
1380,cartopy,29,5.0,175.0
1381,cartopy,30,0.0,175.0
1382,cartopy,31,2.0,175.0
1383,cartopy,32,2.0,175.0
1384,cartopy,33,0.0,175.0
1385,cartopy,34,0.0,175.0
1386,cartopy,35,1.0,175.0
1387,cartopy,36,2.0,175.0
1388,cartopy,37,5.0,175.0
1389,cartopy,38,0.0,175.0
1390,cartopy,39,0.0,175.0
1391,cartopy,40,5.0,175.0
1392,cartopy,41,0.0,175.0
1393,cartopy,42,1.0,175.0
1394,cartopy,43,0.0,175.0
1395,cartopy,44,0.0,175.0
1396,cartopy,45,0.0,175.0
1397,cartopy,46,0.0,175.0
1398,cartopy,47,4.0,175.0
1399,cartopy,48,11.0,175.0
1400,cartopy,49,0.0,175.0
1401,cartopy,50,3.0,175.0
1402,cartopy,51,6.0,175.0
1403,cartopy,52,0.0,175.0
1404,graph-tool,1,0.0,0.0
1405,graph-tool,2,0.0,0.0
1406,graph-tool,3,0.0,0.0
1407,graph-tool,4,0.0,0.0
1408,graph-tool,5,0.0,0.0
1409,graph-tool,6,0.0,0.0
1410,graph-tool,7,0.0,0.0
1411,graph-tool,8,0.0,0.0
1412,graph-tool,9,0.0,0.0
1413,graph-tool,10,0.0,0.0
1414,graph-tool,11,0.0,0.0
1415,graph-tool,12,0.0,0.0
1416,graph-tool,13,0.0,0.0
1417,graph-tool,14,0.0,0.0
1418,graph-tool,15,0.0,0.0
1419,graph-tool,16,0.0,0.0
1420,graph-tool,17,0.0,0.0
1421,graph-tool,18,0.0,0.0
1422,graph-tool,19,0.0,0.0
1423,graph-tool,20,0.0,0.0
1424,graph-tool,21,0.0,0.0
1425,graph-tool,22,0.0,0.0
1426,graph-tool,23,0.0,0.0
1427,graph-tool,24,0.0,0.0
1428,graph-tool,25,0.0,0.0
1429,graph-tool,26,0.0,0.0
1430,graph-tool,27,0.0,0.0
1431,graph-tool,28,0.0,0.0
1432,graph-tool,29,0.0,0.0
1433,graph-tool,30,0.0,0.0
1434,graph-tool,31,0.0,0.0
1435,graph-tool,32,0.0,0.0
1436,graph-tool,33,0.0,0.0
1437,graph-tool,34,0.0,0.0
1438,graph-tool,35,0.0,0.0
1439,graph-tool,36,0.0,0.0
1440,graph-tool,37,0.0,0.0
1441,graph-tool,38,0.0,0.0
1442,graph-tool,39,0.0,0.0
1443,graph-tool,40,0.0,0.0
1444,graph-tool,41,0.0,0.0
1445,graph-tool,42,0.0,0.0
1446,graph-tool,43,0.0,0.0
1447,graph-tool,44,0.0,0.0
1448,graph-tool,45,0.0,0.0
1449,graph-tool,46,0.0,0.0
1450,graph-tool,47,0.0,0.0
1451,graph-tool,48,0.0,0.0
1452,graph-tool,49,0.0,0.0
1453,graph-tool,50,0.0,0.0
1454,graph-tool,51,0.0,0.0
1455,graph-tool,52,0.0,0.0
1456,yellowbrick,1,1.0,174.0
1457,yellowbrick,2,0.0,174.0
1458,yellowbrick,3,0.0,174.0
1459,yellowbrick,4,6.0,174.0
1460,yellowbrick,5,0.0,174.0
1461,yellowbrick,6,0.0,174.0
1462,yellowbrick,7,0.0,174.0
1463,yellowbrick,8,0.0,174.0
1464,yellowbrick,9,0.0,174.0
1465,yellowbrick,10,0.0,174.0
1466,yellowbrick,11,0.0,174.0
1467,yellowbrick,12,0.0,174.0
1468,yellowbrick,13,3.0,174.0
1469,yellowbrick,14,0.0,174.0
1470,yellowbrick,15,0.0,174.0
1471,yellowbrick,16,3.0,174.0
1472,yellowbrick,17,0.0,174.0
1473,yellowbrick,18,0.0,174.0
1474,yellowbrick,19,0.0,174.0
1475,yellowbrick,20,1.0,174.0
1476,yellowbrick,21,0.0,174.0
1477,yellowbrick,22,0.0,174.0
1478,yellowbrick,23,0.0,174.0
1479,yellowbrick,24,0.0,174.0
1480,yellowbrick,25,1.0,174.0
1481,yellowbrick,26,0.0,174.0
1482,yellowbrick,27,0.0,174.0
1483,yellowbrick,28,0.0,174.0
1484,yellowbrick,29,10.0,174.0
1485,yellowbrick,30,5.0,174.0
1486,yellowbrick,31,19.0,174.0
1487,yellowbrick,32,14.0,174.0
1488,yellowbrick,33,4.0,174.0
1489,yellowbrick,34,4.0,174.0
1490,yellowbrick,35,0.0,174.0
1491,yellowbrick,36,3.0,174.0
1492,yellowbrick,37,0.0,174.0
1493,yellowbrick,38,0.0,174.0
1494,yellowbrick,39,9.0,174.0
1495,yellowbrick,40,9.0,174.0
1496,yellowbrick,41,9.0,174.0
1497,yellowbrick,42,19.0,174.0
1498,yellowbrick,43,7.0,174.0
1499,yellowbrick,44,6.0,174.0
1500,yellowbrick,45,4.0,174.0
1501,yellowbrick,46,1.0,174.0
1502,yellowbrick,47,1.0,174.0
1503,yellowbrick,48,3.0,174.0
1504,yellowbrick,49,9.0,174.0
1505,yellowbrick,50,9.0,174.0
1506,yellowbrick,51,10.0,174.0
1507,yellowbrick,52,4.0,174.0
1508,scikit-plot,1,1.0,27.0
1509,scikit-plot,2,1.0,27.0
1510,scikit-plot,3,0.0,27.0
1511,scikit-plot,4,9.0,27.0
1512,scikit-plot,5,3.0,27.0
1513,scikit-plot,6,0.0,27.0
1514,scikit-plot,7,2.0,27.0
1515,scikit-plot,8,0.0,27.0
1516,scikit-plot,9,0.0,27.0
1517,scikit-plot,10,1.0,27.0
1518,scikit-plot,11,4.0,27.0
1519,scikit-plot,12,0.0,27.0
1520,scikit-plot,13,0.0,27.0
1521,scikit-plot,14,0.0,27.0
1522,scikit-plot,15,0.0,27.0
1523,scikit-plot,16,0.0,27.0
1524,scikit-plot,17,0.0,27.0
1525,scikit-plot,18,0.0,27.0
1526,scikit-plot,19,0.0,27.0
1527,scikit-plot,20,0.0,27.0
1528,scikit-plot,21,0.0,27.0
1529,scikit-plot,22,1.0,27.0
1530,scikit-plot,23,1.0,27.0
1531,scikit-plot,24,0.0,27.0
1532,scikit-plot,25,1.0,27.0
1533,scikit-plot,26,0.0,27.0
1534,scikit-plot,27,0.0,27.0
1535,scikit-plot,28,0.0,27.0
1536,scikit-plot,29,0.0,27.0
1537,scikit-plot,30,0.0,27.0
1538,scikit-plot,31,0.0,27.0
1539,scikit-plot,32,0.0,27.0
1540,scikit-plot,33,0.0,27.0
1541,scikit-plot,34,0.0,27.0
1542,scikit-plot,35,0.0,27.0
1543,scikit-plot,36,0.0,27.0
1544,scikit-plot,37,0.0,27.0
1545,scikit-plot,38,0.0,27.0
1546,scikit-plot,39,3.0,27.0
1547,scikit-plot,40,0.0,27.0
1548,scikit-plot,41,0.0,27.0
1549,scikit-plot,42,0.0,27.0
1550,scikit-plot,43,0.0,27.0
1551,scikit-plot,44,0.0,27.0
1552,scikit-plot,45,0.0,27.0
1553,scikit-plot,46,0.0,27.0
1554,scikit-plot,47,0.0,27.0
1555,scikit-plot,48,0.0,27.0
1556,scikit-plot,49,0.0,27.0
1557,scikit-plot,50,0.0,27.0
1558,scikit-plot,51,0.0,27.0
1559,scikit-plot,52,0.0,27.0
1560,mpld3,1,0.0,10.0
1561,mpld3,2,0.0,10.0
1562,mpld3,3,0.0,10.0
1563,mpld3,4,0.0,10.0
1564,mpld3,5,0.0,10.0
1565,mpld3,6,0.0,10.0
1566,mpld3,7,0.0,10.0
1567,mpld3,8,0.0,10.0
1568,mpld3,9,0.0,10.0
1569,mpld3,10,0.0,10.0
1570,mpld3,11,1.0,10.0
1571,mpld3,12,0.0,10.0
1572,mpld3,13,0.0,10.0
1573,mpld3,14,1.0,10.0
1574,mpld3,15,0.0,10.0
1575,mpld3,16,0.0,10.0
1576,mpld3,17,0.0,10.0
1577,mpld3,18,0.0,10.0
1578,mpld3,19,0.0,10.0
1579,mpld3,20,0.0,10.0
1580,mpld3,21,0.0,10.0
1581,mpld3,22,1.0,10.0
1582,mpld3,23,2.0,10.0
1583,mpld3,24,0.0,10.0
1584,mpld3,25,0.0,10.0
1585,mpld3,26,0.0,10.0
1586,mpld3,27,0.0,10.0
1587,mpld3,28,0.0,10.0
1588,mpld3,29,0.0,10.0
1589,mpld3,30,3.0,10.0
1590,mpld3,31,0.0,10.0
1591,mpld3,32,0.0,10.0
1592,mpld3,33,0.0,10.0
1593,mpld3,34,0.0,10.0
1594,mpld3,35,0.0,10.0
1595,mpld3,36,0.0,10.0
1596,mpld3,37,0.0,10.0
1597,mpld3,38,0.0,10.0
1598,mpld3,39,0.0,10.0
1599,mpld3,40,0.0,10.0
1600,mpld3,41,0.0,10.0
1601,mpld3,42,0.0,10.0
1602,mpld3,43,0.0,10.0
1603,mpld3,44,0.0,10.0
1604,mpld3,45,0.0,10.0
1605,mpld3,46,0.0,10.0
1606,mpld3,47,0.0,10.0
1607,mpld3,48,0.0,10.0
1608,mpld3,49,2.0,10.0
1609,mpld3,50,0.0,10.0
1610,mpld3,51,0.0,10.0
1611,mpld3,52,0.0,10.0
1612,vega,1,6.0,286.0
1613,vega,2,1.0,286.0
1614,vega,3,2.0,286.0
1615,vega,4,4.0,286.0
1616,vega,5,1.0,286.0
1617,vega,6,1.0,286.0
1618,vega,7,23.0,286.0
1619,vega,8,0.0,286.0
1620,vega,9,2.0,286.0
1621,vega,10,16.0,286.0
1622,vega,11,12.0,286.0
1623,vega,12,1.0,286.0
1624,vega,13,0.0,286.0
1625,vega,14,1.0,286.0
1626,vega,15,0.0,286.0
1627,vega,16,3.0,286.0
1628,vega,17,1.0,286.0
1629,vega,18,0.0,286.0
1630,vega,19,2.0,286.0
1631,vega,20,0.0,286.0
1632,vega,21,0.0,286.0
1633,vega,22,0.0,286.0
1634,vega,23,6.0,286.0
1635,vega,24,4.0,286.0
1636,vega,25,12.0,286.0
1637,vega,26,11.0,286.0
1638,vega,27,25.0,286.0
1639,vega,28,3.0,286.0
1640,vega,29,14.0,286.0
1641,vega,30,0.0,286.0
1642,vega,31,0.0,286.0
1643,vega,32,2.0,286.0
1644,vega,33,5.0,286.0
1645,vega,34,6.0,286.0
1646,vega,35,3.0,286.0
1647,vega,36,20.0,286.0
1648,vega,37,1.0,286.0
1649,vega,38,22.0,286.0
1650,vega,39,4.0,286.0
1651,vega,40,2.0,286.0
1652,vega,41,13.0,286.0
1653,vega,42,0.0,286.0
1654,vega,43,7.0,286.0
1655,vega,44,11.0,286.0
1656,vega,45,10.0,286.0
1657,vega,46,8.0,286.0
1658,vega,47,10.0,286.0
1659,vega,48,11.0,286.0
1660,vega,49,0.0,286.0
1661,vega,50,0.0,286.0
1662,vega,51,0.0,286.0
1663,vega,52,0.0,286.0
1664,vega-lite,1,35.0,1178.0
1665,vega-lite,2,25.0,1178.0
1666,vega-lite,3,33.0,1178.0
1667,vega-lite,4,68.0,1178.0
1668,vega-lite,5,9.0,1178.0
1669,vega-lite,6,16.0,1178.0
1670,vega-lite,7,15.0,1178.0
1671,vega-lite,8,16.0,1178.0
1672,vega-lite,9,56.0,1178.0
1673,vega-lite,10,58.0,1178.0
1674,vega-lite,11,49.0,1178.0
1675,vega-lite,12,22.0,1178.0
1676,vega-lite,13,4.0,1178.0
1677,vega-lite,14,3.0,1178.0
1678,vega-lite,15,7.0,1178.0
1679,vega-lite,16,9.0,1178.0
1680,vega-lite,17,5.0,1178.0
1681,vega-lite,18,7.0,1178.0
1682,vega-lite,19,5.0,1178.0
1683,vega-lite,20,3.0,1178.0
1684,vega-lite,21,8.0,1178.0
1685,vega-lite,22,6.0,1178.0
1686,vega-lite,23,20.0,1178.0
1687,vega-lite,24,31.0,1178.0
1688,vega-lite,25,34.0,1178.0
1689,vega-lite,26,7.0,1178.0
1690,vega-lite,27,10.0,1178.0
1691,vega-lite,28,14.0,1178.0
1692,vega-lite,29,45.0,1178.0
1693,vega-lite,30,67.0,1178.0
1694,vega-lite,31,24.0,1178.0
1695,vega-lite,32,7.0,1178.0
1696,vega-lite,33,24.0,1178.0
1697,vega-lite,34,6.0,1178.0
1698,vega-lite,35,13.0,1178.0
1699,vega-lite,36,53.0,1178.0
1700,vega-lite,37,32.0,1178.0
1701,vega-lite,38,28.0,1178.0
1702,vega-lite,39,15.0,1178.0
1703,vega-lite,40,22.0,1178.0
1704,vega-lite,41,23.0,1178.0
1705,vega-lite,42,34.0,1178.0
1706,vega-lite,43,12.0,1178.0
1707,vega-lite,44,9.0,1178.0
1708,vega-lite,45,35.0,1178.0
1709,vega-lite,46,37.0,1178.0
1710,vega-lite,47,31.0,1178.0
1711,vega-lite,48,41.0,1178.0
1712,vega-lite,49,10.0,1178.0
1713,vega-lite,50,18.0,1178.0
1714,vega-lite,51,13.0,1178.0
1715,vega-lite,52,4.0,1178.0
1716,d3po,1,0.0,0.0
1717,d3po,2,0.0,0.0
1718,d3po,3,0.0,0.0
1719,d3po,4,0.0,0.0
1720,d3po,5,0.0,0.0
1721,d3po,6,0.0,0.0
1722,d3po,7,0.0,0.0
1723,d3po,8,0.0,0.0
1724,d3po,9,0.0,0.0
1725,d3po,10,0.0,0.0
1726,d3po,11,0.0,0.0
1727,d3po,12,0.0,0.0
1728,d3po,13,0.0,0.0
1729,d3po,14,0.0,0.0
1730,d3po,15,0.0,0.0
1731,d3po,16,0.0,0.0
1732,d3po,17,0.0,0.0
1733,d3po,18,0.0,0.0
1734,d3po,19,0.0,0.0
1735,d3po,20,0.0,0.0
1736,d3po,21,0.0,0.0
1737,d3po,22,0.0,0.0
1738,d3po,23,0.0,0.0
1739,d3po,24,0.0,0.0
1740,d3po,25,0.0,0.0
1741,d3po,26,0.0,0.0
1742,d3po,27,0.0,0.0
1743,d3po,28,0.0,0.0
1744,d3po,29,0.0,0.0
1745,d3po,30,0.0,0.0
1746,d3po,31,0.0,0.0
1747,d3po,32,0.0,0.0
1748,d3po,33,0.0,0.0
1749,d3po,34,0.0,0.0
1750,d3po,35,0.0,0.0
1751,d3po,36,0.0,0.0
1752,d3po,37,0.0,0.0
1753,d3po,38,0.0,0.0
1754,d3po,39,0.0,0.0
1755,d3po,40,0.0,0.0
1756,d3po,41,0.0,0.0
1757,d3po,42,0.0,0.0
1758,d3po,43,0.0,0.0
1759,d3po,44,0.0,0.0
1760,d3po,45,0.0,0.0
1761,d3po,46,0.0,0.0
1762,d3po,47,0.0,0.0
1763,d3po,48,0.0,0.0
1764,d3po,49,0.0,0.0
1765,d3po,50,0.0,0.0
1766,d3po,51,0.0,0.0
1767,d3po,52,0.0,0.0
1768,glue,1,39.0,1232.0
1769,glue,2,13.0,1232.0
1770,glue,3,6.0,1232.0
1771,glue,4,10.0,1232.0
1772,glue,5,10.0,1232.0
1773,glue,6,2.0,1232.0
1774,glue,7,4.0,1232.0
1775,glue,8,5.0,1232.0
1776,glue,9,37.0,1232.0
1777,glue,10,58.0,1232.0
1778,glue,11,39.0,1232.0
1779,glue,12,8.0,1232.0
1780,glue,13,6.0,1232.0
1781,glue,14,9.0,1232.0
1782,glue,15,30.0,1232.0
1783,glue,16,6.0,1232.0
1784,glue,17,7.0,1232.0
1785,glue,18,4.0,1232.0
1786,glue,19,0.0,1232.0
1787,glue,20,0.0,1232.0
1788,glue,21,11.0,1232.0
1789,glue,22,10.0,1232.0
1790,glue,23,14.0,1232.0
1791,glue,24,8.0,1232.0
1792,glue,25,42.0,1232.0
1793,glue,26,40.0,1232.0
1794,glue,27,23.0,1232.0
1795,glue,28,58.0,1232.0
1796,glue,29,48.0,1232.0
1797,glue,30,32.0,1232.0
1798,glue,31,40.0,1232.0
1799,glue,32,27.0,1232.0
1800,glue,33,72.0,1232.0
1801,glue,34,39.0,1232.0
1802,glue,35,56.0,1232.0
1803,glue,36,46.0,1232.0
1804,glue,37,61.0,1232.0
1805,glue,38,38.0,1232.0
1806,glue,39,1.0,1232.0
1807,glue,40,62.0,1232.0
1808,glue,41,31.0,1232.0
1809,glue,42,16.0,1232.0
1810,glue,43,23.0,1232.0
1811,glue,44,34.0,1232.0
1812,glue,45,46.0,1232.0
1813,glue,46,42.0,1232.0
1814,glue,47,5.0,1232.0
1815,glue,48,0.0,1232.0
1816,glue,49,0.0,1232.0
1817,glue,50,0.0,1232.0
1818,glue,51,0.0,1232.0
1819,glue,52,14.0,1232.0
1820,gr,1,1.0,223.0
1821,gr,2,0.0,223.0
1822,gr,3,7.0,223.0
1823,gr,4,0.0,223.0
1824,gr,5,1.0,223.0
1825,gr,6,10.0,223.0
1826,gr,7,0.0,223.0
1827,gr,8,4.0,223.0
1828,gr,9,4.0,223.0
1829,gr,10,3.0,223.0
1830,gr,11,2.0,223.0
1831,gr,12,2.0,223.0
1832,gr,13,2.0,223.0
1833,gr,14,3.0,223.0
1834,gr,15,7.0,223.0
1835,gr,16,2.0,223.0
1836,gr,17,11.0,223.0
1837,gr,18,4.0,223.0
1838,gr,19,2.0,223.0
1839,gr,20,1.0,223.0
1840,gr,21,2.0,223.0
1841,gr,22,5.0,223.0
1842,gr,23,14.0,223.0
1843,gr,24,12.0,223.0
1844,gr,25,8.0,223.0
1845,gr,26,7.0,223.0
1846,gr,27,6.0,223.0
1847,gr,28,10.0,223.0
1848,gr,29,13.0,223.0
1849,gr,30,17.0,223.0
1850,gr,31,3.0,223.0
1851,gr,32,6.0,223.0
1852,gr,33,0.0,223.0
1853,gr,34,0.0,223.0
1854,gr,35,6.0,223.0
1855,gr,36,2.0,223.0
1856,gr,37,3.0,223.0
1857,gr,38,6.0,223.0
1858,gr,39,8.0,223.0
1859,gr,40,14.0,223.0
1860,gr,41,0.0,223.0
1861,gr,42,3.0,223.0
1862,gr,43,5.0,223.0
1863,gr,44,0.0,223.0
1864,gr,45,0.0,223.0
1865,gr,46,7.0,223.0
1866,gr,47,0.0,223.0
1867,gr,48,0.0,223.0
1868,gr,49,0.0,223.0
1869,gr,50,0.0,223.0
1870,gr,51,0.0,223.0
1871,gr,52,0.0,223.0
